Name,ISIN,Symbol,Market,Currency,Turnover,MIC
BEEWIZE,IT0001487047,BWZ,Euronext Milan,EUR,1706.78,MTAA
BEIERSDORF,DE0005200000,4BEI,EuroTLX,EUR,5327.50,ETLX
BEKAERT,BE0974258874,BEKB,Euronext Brussels,EUR,1970348.45,XBRU
BELGIAN MEAT CY,BE6352738148,-,Euronext Expert Market,EUR,25500.00,VPXB
BELIEVE,FR0014003FE9,BLV,Euronext Paris,EUR,327384.80,XPAR
BELLINI NAUTICA,IT0005497042,BELL,Euronext Growth Milan,EUR,14255.00,EXGM
BELUGA,BE0003723377,BELU,Euronext Expert Market,EUR,104.00,VPXB
BELYSSE GROUP,BE0974314461,BELYS,Euronext Brussels,EUR,170.37,XBRU
BEM INVEST,BE0046318490,-,Euronext Expert Market,EUR,70.00,VPXB
BENCHMARK HOLDINGS,GB00BGHPT808,BMK,Euronext Growth Oslo,NOK,266632.06,MERK
BENETEAU,FR0000035164,BEN,Euronext Paris,EUR,726915705,XPAR
BENFICA,PTSLB0AM0010,SLBEN,Euronext Lisbon,EUR,6406.84,XLIS
BERGEN CARBON SOL,NO0010950249,BCS,Euronext Growth Oslo,NOK,143416.79,MERK
BERGENBIO,NO0013251173,BGBIO,Oslo Børs,NOK,586786412,XOSL
BERKSHIRE HATHAWAY,US0846707026,4BRK,EuroTLX,EUR,810.00,ETLX
BERNARD LOISEAU,FR0000066961,ALDBL,Euronext Growth Paris,EUR,392.50,ALXP
BERTOLOTTI,IT0005585127,TRAIN,Euronext Growth Milan,EUR,-,EXGM
BEST BUY CO,US0865161014,4BBY,EuroTLX,EUR,509.04,ETLX
BESTBE HOLDING,IT0005611642,BES,Euronext Milan,EUR,6253.7845,MTAA
BET 90,BE6358524773,-,Euronext Expert Market,EUR,4500.00,VPXB
BEVER HOLDING,NL0000285278,BEVER,Euronext Amsterdam,EUR,399.60,XAMS
BEWI,NO0010890965,BEWI,Oslo Børs,NOK,1046272.55,XOSL
BEYOND MEAT,US08862E1091,4BYND,EuroTLX,EUR,3767.50,ETLX
BFF BANK,IT0005244402,BFF,Euronext Milan,EUR,2745971.85,MTAA
BGL BNP PARIBAS,LU0097891112,-,Euronext Expert Market,EUR,4450.00,VPXB
BIALETTI INDUSTRIE,IT0004222102,BIA,Euronext Milan,EUR,494405428,MTAA
BIC,FR0000120966,BB,Euronext Paris,EUR,1079707.00,XPAR
BIEN SPAREBANK,NO0012706763,BIEN,Oslo Børs,NOK,19744.00,XOSL
BIESSE,IT0003097257,BSS,Euronext Milan,EUR,1116926.90,MTAA
BIGBEN INTERACTIVE,FR0000074072,BIG,Euronext Paris,EUR,38636.79,XPAR
BIL,LU0006040975,-,Euronext Expert Market,EUR,386.10,VPXB
BILENDI,FR0004174233,ALBLD,Euronext Growth Paris,EUR,97194.70,ALXP
BIO INOX,FR001400UBS7,MLNOX,Euronext Access Paris,EUR,-,XMLI
BIO-UV GROUP,FR0013345493,ALTUV,Euronext Growth Paris,EUR,52404194,ALXP
BIOCARTIS,BE0974281132,BCART,Euronext Brussels,EUR,32628.61,XBRU
BIOFISH HOLDING,NO0010955198,BFISH,Euronext Growth Oslo,NOK,160526.08,MERK
BIOGEN,US09062X1037,4BIIB,EuroTLX,EUR,3148.60,ETLX
BIOMARIN PHARMA,US09061G1013,4BMRN,EuroTLX,EUR,3354.75,ETLX
BIOMERIEUX,FR0013280286,BIM,Euronext Paris,EUR,11001182.00,XPAR
BIOPHYTIS,FR001400OLP5,ALBPS,Euronext Growth Paris,EUR,70888.9516,ALXP
BIOPHYTIS BSA,FR001400YN90,BPYBS,Euronext Growth Paris,EUR,4460.00,ALXP
BIOPHYTIS BSA,FR001400LN79,BPBS,Euronext Growth Paris,EUR,4060.55,ALXP
BIOSENIC,BE0974280126,BIOS,"Euronext Brussels, Paris",EUR,5157.4646,
BIOSYNEX,FR0011005933,ALBIO,Euronext Growth Paris,EUR,7038.60,ALXP
BIOTALYS,BE0974386188,BTLS,Euronext Brussels,EUR,79803.44,XBRU
BIP INV. PARTNERS,LU0110790085,-,Euronext Expert Market,EUR,15.90,VPXB
BITCOIN GROUP,DE000A1TNV91,4ADE,EuroTLX,EUR,12335.20,ETLX
BLACK SEA PROPERTY,NO0010755101,BSP,Euronext Growth Oslo,NOK,73316916,MERK
BLACKROCK,US09290D1019,4BLK,EuroTLX,EUR,4885.00,ETLX
BLEECKER,FR0000062150,BLEE,Euronext Paris,EUR,2765.00,XPAR
BLOCK,US8522341036,4SQ,EuroTLX,EUR,262.00,ETLX
BLOCKCH GR BSA 26,FR001400YPQ3,TBGBS,Euronext Growth Paris,EUR,19911.2875,ALXP
BLUE SHARK POWER,FR0013340973,MLBSP,Euronext Access Paris,EUR,6.85,XMLI
BLUELINEA,FR0011041011,ALBLU,Euronext Growth Paris,EUR,5104.53,ALXP
BLUENORD,NO0010379266,BNOR,Oslo Børs,NOK,14335898.00,XOSL
BM3EAC,KYG137071075,BACE,Euronext Amsterdam,USD,3540.00,XAMS
BMW,DE0005190003,4BMW,EuroTLX,EUR,9288.54,ETLX
BMW PREF,DE0005190037,4BMW3,EuroTLX,EUR,1185.00,ETLX
BNP PARIBAS,FR0000131104,4BNP,EuroTLX,EUR,37900.00,ETLX
BNP PARIBAS ACT.A,FR0000131104,BNP,Euronext Paris,EUR,196339789085,XPAR
BNP PARIBAS FORTIS,BE0172505399,-,Euronext Expert Market,EUR,3636.00,VPXB
BOA CONCEPT,FR0011365907,ALBOA,Euronext Growth Paris,EUR,1685.50,ALXP
BODY ONE,FR0010106039,MLONE,Euronext Access Paris,EUR,49.93,XMLI
BOEING,US0970231058,4BA,EuroTLX,EUR,5806.20,ETLX
BOIRON,FR0000061129,BOI,Euronext Paris,EUR,58525.45,XPAR
BOIS DU LUC,BE0156880313,-,Euronext Expert Market,EUR,8507.50,VPXB
BOIS DU LUC 10E,BE0156881329,-,Euronext Expert Market,EUR,8.31,VPXB
BOLLORE,FR0000039299,BOL,Euronext Paris,EUR,2986202.26,XPAR
BOLOGNAFIERE,IT0003516066,BF,Euronext Growth Milan,EUR,-,EXGM
BONDUELLE,FR0000063935,BON,Euronext Paris,EUR,90143.79,XPAR
BONHEUR,NO0003110603,BONHR,Oslo Børs,NOK,1859993.00,XOSL
BONYF,BE6333353298,MLBON,Euronext Access Paris,EUR,103.20,XMLI
BOOKING HOLDINGS,US09857L1089,4BKNG,EuroTLX,EUR,9780.00,ETLX
BOOSTHEAT,FR001400OS22,ALBOO,Euronext Growth Paris,EUR,294162065,ALXP
BORGESTAD,NO0013256180,BOR,Oslo Børs,NOK,237433.95,XOSL
BORGOSESIA,IT0003217335,BO,Euronext Milan,EUR,13501.98,MTAA
BORREGAARD,NO0010657505,BRG,Oslo Børs,NOK,8055327.40,XOSL
BOSTON SCIENTIFIC,US1011371077,4BSX,EuroTLX,EUR,8880.00,ETLX
BOUFFIOULX-St-NICO,BE0014799556,-,Euronext Expert Market,EUR,83.99,VPXB
BOURRELIER GROUP,FR0000054421,ALBOU,Euronext Growth Paris,EUR,1735.20,ALXP
BOURSE DIRECT,FR0000074254,BSD,Euronext Paris,EUR,15293.59,XPAR
BOUVET,NO0010360266,BOUV,Oslo Børs,NOK,4317276.80,XOSL
BOUYGUES,FR0000120503,4EN,EuroTLX,EUR,7159.95,ETLX
BOUYGUES,FR0000120503,EN,Euronext Paris,EUR,22167891835,XPAR
BPER BANCA,IT0000066123,BPE,Euronext Milan,EUR,147366783814,MTAA
BPOST,BE0974268972,BPOST,Euronext Brussels,EUR,585105925,XBRU
BQUE NAT. BELGIQUE,BE0003008019,BNB,Euronext Brussels,EUR,17741.00,XBRU
BREDERODE,LU1068091351,BREB,Euronext Brussels,EUR,379242.40,XBRU
BREMBO,NL0015001KT6,BRE,Euronext Milan,EUR,9067446.1075,MTAA
BRIOSCHI,IT0000066180,BRI,Euronext Milan,EUR,8164.4612,MTAA
BRISTOL-MYERS SQ,US1101221083,4BMY,EuroTLX,EUR,3262.40,ETLX
BROADCOM,US11135F1012,4AVGO,EuroTLX,EUR,1870.80,ETLX
BROADPEAK,FR001400AJZ7,ALBPK,Euronext Growth Paris,EUR,509.93,ALXP
BRUNEL INTERNAT,NL0010776944,BRNL,Euronext Amsterdam,EUR,557411.66,XAMS
BRUNELLO CUCINELLI,IT0004764699,BC,Euronext Milan,EUR,11155927.80,MTAA
BRUTON,NO0013036814,BRUT,Euronext Growth Oslo,NOK,840.00,MERK
BUREAU VERITAS,FR0006174348,BVI,Euronext Paris,EUR,25672003.66,XPAR
BURELLE,FR0000061137,BUR,Euronext Paris,EUR,59538.00,XPAR
BUZZI,IT0001347308,BZU,Euronext Milan,EUR,15331807.86,MTAA
BW ENERGY LIMITED,BMG0702P1086,BWE,Oslo Børs,NOK,1298462.15,XOSL
BW LPG,SGXZ69436764,BWLPG,Oslo Børs,NOK,95758039.10,XOSL
BW OFFSHORE LTD,BMG1738J1247,BWO,Oslo Børs,NOK,856453.75,XOSL
BYGGMA,NO0003087603,BMA,Oslo Børs,NOK,24759.80,XOSL
C. LATTE D'ITALIA,IT0003023980,CLI,Euronext Milan,EUR,4207.40,MTAA
CA TOULOUSE 31 CCI,FR0000045544,CAT31,Euronext Paris,EUR,34692.53,XPAR
CABASSE,FR001400DIY6,ALCAB,Euronext Growth Paris,EUR,5528.8624,ALXP
CABKA,NL00150000S7,CABKA,Euronext Amsterdam,EUR,1.96,XAMS
CABKA DSC2 TS,NL00150002R5,DSC2S,Euronext Amsterdam,EUR,-,XAMS
CABKA EUR 12W,NL00150000U3,DSCW2,Euronext Amsterdam,EUR,6.56,XAMS
CABKA EUR 13W,NL00150000V1,DSCW3,Euronext Amsterdam,EUR,0.01,XAMS
CADELER,DK0061412772,CADLR,Oslo Børs,NOK,14321507.35,XOSL
CAFOM,FR0010151589,ALCAF,Euronext Growth Paris,EUR,21349.14,ALXP
CAIRN HOMES PLC,IE00BWY4ZF18,C5H,Euronext Dublin,EUR,890889915,XMSM
CAIRO COMMUNICAT,IT0004329733,CAI,Euronext Milan,EUR,307956.49,MTAA
CAIXABANK,ES0140609019,4CABK,EuroTLX,EUR,257.07,ETLX
CALEFFI,IT0003025019,CLF,Euronext Milan,EUR,19382266,MTAA
CALTAGIRONE,IT0003127930,CALT,Euronext Milan,EUR,22203.74,MTAA
CALTAGIRONE EDIT,IT0001472171,CED,Euronext Milan,EUR,175461.49,MTAA
CAMBI,NO0010078850,CAMBI,Euronext Growth Oslo,NOK,573520.00,MERK
CAMBODGE NOM.,FR001400SUB7,CBDG,Euronext Paris,EUR,50491.00,XPAR
CAMPARI,NL0015435975,CPR,Euronext Milan,EUR,49672112762,MTAA
CAMPINE,BE0003825420,CAMB,Euronext Brussels,EUR,77202.00,XBRU
CANDELA INVEST,BE0974298300,CAND,Euronext Growth Brussels,EUR,262.71,ALXB
CAPELLI,FR0012969095,ALCAP,Euronext Growth Paris,EUR,739.80,ALXP
CAPGEMINI,FR0000125338,4CAP,EuroTLX,EUR,2774.00,ETLX
CAPGEMINI,FR0000125338,CAP,Euronext Paris,EUR,68705582675,XPAR
CAPSOL TECHNOLOGI,NO0010923121,CAPSL,Oslo Børs,NOK,255543.50,XOSL
CARBIOS,FR0011648716,ALCRB,Euronext Growth Paris,EUR,965819235,ALXP
CARE PROPERTY INV.,BE0974273055,CPINV,Euronext Brussels,EUR,247724.62,XBRU
CAREL INDUSTRIES,IT0005331019,CRL,Euronext Milan,EUR,433801.40,MTAA
CARL ZEISS MEDITEC,DE0005313704,4AFX,EuroTLX,EUR,3922.65,ETLX
CARMAT,FR0010907956,ALCAR,Euronext Growth Paris,EUR,52684.30925,ALXP
CARMILA,FR0010828137,CARM,Euronext Paris,EUR,1081757.16,XPAR
CARREFOUR,FR0000120172,4CA,EuroTLX,EUR,6820.00,ETLX
CARREFOUR,FR0000120172,CA,Euronext Paris,EUR,31119148.7675,XPAR
CASINO BSA1,FR001400OJ72,COBS1,Euronext Paris,EUR,-,XPAR
CASINO BSA3,FR001400OJ98,COBS3,Euronext Paris,EUR,2.71,XPAR
CASINO GUICHARD,FR001400OKR3,CO,Euronext Paris,EUR,119766.8644,XPAR
CASTA DIVA GROUP,IT0005003782,CDG,Euronext Growth Milan,EUR,35810.00,EXGM
CATANA GROUP,FR0010193052,ALCAT,Euronext Growth Paris,EUR,158627.59,ALXP
CATERING INTL SCES,FR0000064446,ALCIS,Euronext Growth Paris,EUR,631.88,ALXP
CAVENDISH HYDROGEN,NO0013219535,CAVEN,Oslo Børs,NOK,217619.45,XOSL
CBI,FR0014007LW0,ALCBI,Euronext Growth Paris,EUR,437826256,ALXP
CBI BSA A,FR001400O416,CBBSA,Euronext Growth Paris,EUR,66.8635,ALXP
CBI BSA B,FR001400O408,CBSAB,Euronext Growth Paris,EUR,668.1165,ALXP
CBO TERRITORIA,FR0010193979,CBOT,Euronext Paris,EUR,79768.00,XPAR
CECONOMY,DE0007257503,4CEC,EuroTLX,EUR,20845.00,ETLX
CEGEDIM,FR0000053506,CGM,Euronext Paris,EUR,6536.35,XPAR
CELLECTIS,FR0010425595,ALCLS,Euronext Growth Paris,EUR,1744762492,ALXP
CELLULARLINE,IT0005244618,CELL,Euronext Milan,EUR,55965.80,MTAA
CELYAD ONCOLOGY,BE0974260896,CYAD,"Euronext Brussels, Paris",EUR,7216383,
CEMBRE,IT0001128047,CMB,Euronext Milan,EUR,371582.70,MTAA
CEMENTIR HOLDING,NL0013995087,CEM,Euronext Milan,EUR,1235263.80,MTAA
CENERGY,BE0974303357,CENER,Euronext Brussels,EUR,26365.58,XBRU
CENTENE,US15135B1017,4CNC,EuroTLX,EUR,723.00,ETLX
CERINNOV GROUP,FR0013178712,ALPCV,Euronext Growth Paris,EUR,820.75,ALXP
CFE,BE0003883031,CFEB,Euronext Brussels,EUR,27712.90,XBRU
CFI,FR0000037475,CFI,Euronext Paris,EUR,1.69,XPAR
CFM INDOSUEZWEALTH,MC0010000826,MLCFM,Euronext Access Paris,EUR,2900.00,XMLI
CH.FER DEPARTEMENT,FR0000037871,MLCFD,Euronext Access Paris,EUR,915.00,XMLI
CHARB BONNIER,BE0010381029,-,Euronext Expert Market,EUR,1957.00,VPXB
CHARTER COMM,US16119P1084,4CHTR,EuroTLX,EUR,692.20,ETLX
CHARWOOD ENERGY,FR001400AJ60,ALCWE,Euronext Growth Paris,EUR,626.22,ALXP
CHAUSSERIA,FR0000060907,CHSR,Euronext Paris,EUR,42.00,XPAR
CHEOPS TECHNOLOGY,FR0010447086,MLCHE,Euronext Access Paris,EUR,9734.00,XMLI
CHEVRON,US1667641005,4CVX,EuroTLX,EUR,663.50,ETLX
CHOICE,BE0974370026,MLTV,Euronext Access Brussels,EUR,7500.00,ALXB
CHRISTIAN DIOR,FR0000130403,CDI,Euronext Paris,EUR,1454659.00,XPAR
CIBIX,BE0003706208,-,Euronext Expert Market,EUR,-,VPXB
CIBOX INTER A CTIV,FR0000054322,ALCBX,Euronext Growth Paris,EUR,2037.6016,ALXP
CIE BOIS SAUVAGE,BE0003592038,COMB,Euronext Brussels,EUR,52321.00,XBRU
CIE DU MONT BLANC,FR0000060428,MLCMB,Euronext Access Paris,EUR,2388.00,XMLI
Cie HET ZOUTE,BE0027840017,-,Euronext Expert Market,EUR,39840.00,VPXB
CIECHARGEURSINVEST,FR0000130692,CRI,Euronext Paris,EUR,21723.56,XPAR
CIENA,US1717793095,4CIEN,EuroTLX,EUR,272.40,ETLX
CIR,IT0000070786,CIR,Euronext Milan,EUR,484594086,MTAA
CIRCIO HOLDING,NO0013033795,CRNA,Oslo Børs,NOK,48080806,XOSL
CIRCLE,IT0005344996,CIRC,Euronext Growth Milan,EUR,38563.80,EXGM
CISCO SYSTEMS,US17275R1023,4CSCO,EuroTLX,EUR,22967.70,ETLX
CITIGROUP,US1729674242,4C,EuroTLX,EUR,1969.00,ETLX
CKV,BE0021556221,-,Euronext Expert Market,EUR,13021.91,VPXB
CLABO,IT0005091324,CLABO,Euronext Growth Milan,EUR,1095.00,EXGM
CLARANOVA,FR0013426004,CLA,Euronext Paris,EUR,151637125,XPAR
CLARIANE,FR0010386334,CLARI,Euronext Paris,EUR,1573639652,XPAR
CLASS EDITORI,IT0005117848,CLE,Euronext Milan,EUR,15319483,MTAA
CLEAN SEAS SEAFOOD,AU000000CSS3,CSS,Euronext Growth Oslo,NOK,162.00,MERK
CLEANBNB,IT0005377277,CBB,Euronext Growth Milan,EUR,23796.00,EXGM
CLEVELAND-CLIFFS,US1858991011,4CVA,EuroTLX,EUR,689.81,ETLX
CLOUDBERRY CLEAN,NO0010876642,CLOUD,Oslo Børs,NOK,1349526.34,XOSL
CLOUDIA RESEARCH,IT0005577090,AGAIN,Euronext Growth Milan,EUR,13660.00,EXGM
CM.COM,NL0012747059,CMCOM,Euronext Amsterdam,EUR,3271598.85,XAMS
CMB.TECH,BE0003816338,CMBT,Euronext Brussels,EUR,333991.98,XBRU
CMG CLEANTECH,FR0013406881,MLCMG,Euronext Access Paris,EUR,162.50,XMLI
CO.BR.HA,BE0003519270,COBH,Euronext Growth Brussels,EUR,1700.00,ALXB
Coca-ColaEuropacif,GB00BDCPN049,CCEP,Euronext Amsterdam,EUR,1523401.70,XAMS
CODELAB CAPITAL,NO0013483503,CODE,Euronext Growth Oslo,NOK,110882.80,MERK
COEUR MINING,US1921085049,4CDE,EuroTLX,EUR,151.44,ETLX
COFACE,FR0010667147,COFA,Euronext Paris,EUR,3420121.64,XPAR
COFIDUR,FR0013257409,ALCOF,Euronext Growth Paris,EUR,5776.00,ALXP
COFINIMMO,BE0003593044,COFB,Euronext Brussels,EUR,4217110025,XBRU
COFLE,IT0005465619,CFL,Euronext Growth Milan,EUR,18310.84,EXGM
COGEFEED,IT0005618043,CGF,Euronext Growth Milan,EUR,5950.00,EXGM
COGELEC,FR0013335742,ALLEC,Euronext Growth Paris,EUR,2272161.20,ALXP
COGRA,FR0011071570,ALCOG,Euronext Growth Paris,EUR,19314.84,ALXP
COHERIS,FR0004031763,COH,Euronext Paris,EUR,1525.38,XPAR
COIL,BE0160342011,ALCOI,Euronext Growth Paris,EUR,1.90,ALXP
COINBASE GLOBAL,US19260Q1076,4COIN,EuroTLX,EUR,3500.50,ETLX
COLGATE-PALMOLIVE,US1941621039,4CL,EuroTLX,EUR,82.15,ETLX
COLIPAYS,FR0010959684,MLCLP,Euronext Access Paris,EUR,97.20,XMLI
COLRUYT,BE0974256852,COLR,Euronext Brussels,EUR,2793918.04,XBRU
COM.TEL,IT0005632945,CMTL,Euronext Growth Milan,EUR,15096.00,EXGM
COMCAST,US20030N1019,4CMCSA,EuroTLX,EUR,8200.00,ETLX
COMER INDUSTRIES,IT0005246191,COM,Euronext Milan,EUR,45749.30,MTAA
COMMERCIALE BELGE,BE0013068706,-,Euronext Expert Market,EUR,6800.00,VPXB
COMMERZBANK,DE000CBK1001,4CBK,EuroTLX,EUR,2735.00,ETLX
COMPAGNIA  CARAIBI,IT0005453235,TIME,Euronext Growth Milan,EUR,2795916,EXGM
COMPAGNIE ODET,FR0000062234,ODET,Euronext Paris,EUR,524160.00,XPAR
CONDOR TECHNOLOG,BE6252013725,MLMFI,Euronext Access Paris,EUR,20976.00,XMLI
CONDURIL,PTCDU0AE0003,CDU,Euronext Access Lisbon,EUR,4851.40,XMLI
CONFINVEST,IT0005379604,CFV,Euronext Growth Milan,EUR,1865.00,EXGM
CONOCOPHILLIPS,US20825C1045,4COP,EuroTLX,EUR,1986.48,ETLX
CONSOLIDATED EDIS,US2091151041,4ED,EuroTLX,EUR,483.70,ETLX
CONSORT NT,FR0000077828,MLCNT,Euronext Access Paris,EUR,1680.00,XMLI
CONSTELLATION BR,US21036P1084,4STZ,EuroTLX,EUR,298.20,ETLX
CONSTELLATION OIL,NO0013597419,COSH,Euronext Growth Oslo,NOK,30123.70,MERK
CONSTRUCTEURS BOIS,FR00140007I9,MLLCB,Euronext Access Paris,EUR,2443.12,XMLI
CONTEXTVISION,SE0014731154,CONTX,Oslo Børs,NOK,126969.44,XOSL
CONTINENT. LAND CY,NL0000121622,-,Euronext Expert Market,EUR,666.00,VPXB
CONTINENTAL,DE0005439004,4CON,EuroTLX,EUR,4596.16,ETLX
CONVERGENZE,IT0005426215,CVG,Euronext Growth Milan,EUR,16595.00,EXGM
COOL COMPANY,BMG2415A1137,CLCO,Euronext Growth Oslo,NOK,1962253.30,MERK
COPERNICO,IT0005379406,COP,Euronext Growth Milan,EUR,5175.00,EXGM
CORBION,NL0010583399,CRBN,Euronext Amsterdam,EUR,1478042.65,XAMS
CORE SPAIN HOLDCO,ES0105660007,MLCOE,Euronext Access Paris,EUR,-,XMLI
COREP LIGHTING,FR0010035816,MLCOR,Euronext Access Paris,EUR,423.00,XMLI
CORETECH 5,FR0013371507,MLCOT,Euronext Access Paris,EUR,24443.75,XMLI
CORNING,US2193501051,4GLW,EuroTLX,EUR,227.43,ETLX
CORTICEIRA AMORIM,PTCOR0AE0006,COR,Euronext Lisbon,EUR,723243.55,XLIS
CoStar Group,US22160N1090,4CSGP,EuroTLX,EUR,-,ETLX
COSTCO WHOLESALE,US22160K1051,4COST,EuroTLX,EUR,863.30,ETLX
COTY,US2220702037,COTY,Euronext Paris,EUR,344.00,XPAR
COURBET HERITAGE,FR0004998318,MLCOU,Euronext Access Paris,EUR,154.00,XMLI
COURTOIS,FR0000065393,COUR,Euronext Paris,EUR,115.00,XPAR
COVESTRO,DE0006062144,41COV,EuroTLX,EUR,31572.60,ETLX
COVIVIO,FR0000064578,COV,Euronext Paris,EUR,12454729.65,XPAR
COVIVIO HOTELS,FR0000060303,COVH,Euronext Paris,EUR,48867.60,XPAR
COVIVIO REIT,FR0000064578,4COV,EuroTLX,EUR,3965.80,ETLX
CP 76 PETROFINA,BE0099150162,-,Euronext Expert Market,EUR,252.90,VPXB
CP 79 PETROFINA,BE0099395676,-,Euronext Expert Market,EUR,80.40,VPXB
CRCAM ALP.PROV.CCI,FR0000044323,CRAP,Euronext Paris,EUR,33929.74,XPAR
CRCAM ATL.VEND.CCI,FR0000185506,CRAV,Euronext Paris,EUR,109402.62,XPAR
CRCAM BRIE PIC2CCI,FR0010483768,CRBP2,Euronext Paris,EUR,115456465,XPAR
CRCAM ILLE-VIL.CCI,FR0000045213,CIV,Euronext Paris,EUR,15639.52,XPAR
CRCAM LANGUED CCI,FR0010461053,CRLA,Euronext Paris,EUR,51629.23,XPAR
CRCAM LOIRE HTE L.,FR0000045239,CRLO,Euronext Paris,EUR,18545.08,XPAR
CRCAM MORBIHAN CCI,FR0000045551,CMO,Euronext Paris,EUR,40908.37,XPAR
CRCAM NORD CCI,FR0000185514,CNDF,Euronext Paris,EUR,751764738,XPAR
CRCAM NORM.SEINE,FR0000044364,CCN,Euronext Paris,EUR,42482.56,XPAR
CRCAM PARIS ET IDF,FR0000045528,CAF,Euronext Paris,EUR,19054.25,XPAR
CRCAM SUD R.A.CCI,FR0000045346,CRSU,Euronext Paris,EUR,22796.62,XPAR
CRCAM TOURAINE CCI,FR0000045304,CRTO,Euronext Paris,EUR,27788.80,XPAR
CREACTIVES GROUP,IT0005408593,CREG,Euronext Growth Milan,EUR,7980.00,EXGM
CREDEM,IT0003121677,CE,Euronext Milan,EUR,2822200.34,MTAA
CREDIMO,BE0015460372,-,Euronext Expert Market,EUR,201.00,VPXB
CREDIMO HOLDING,BE0162868054,-,Euronext Expert Market,EUR,139208.76,VPXB
CREDIT AGRICOLE,FR0000045072,ACA,Euronext Paris,EUR,62123748.0825,XPAR
CREDIT AGRICOLE,FR0000045072,4ACA,EuroTLX,EUR,11312.50,ETLX
CRESCENT,BE0003836534,OPTI,Euronext Brussels,EUR,1518.5482,XBRU
CRH PLC 5PCCumPref,IE0001827264,DD8A,Euronext Growth Dublin,EUR,-,XMSM
CROSSJECT,FR0011716265,ALCJ,Euronext Growth Paris,EUR,295486.00,ALXP
CROSSJECT BS27,FR001400UR90,CJBS,Euronext Growth Paris,EUR,1300.00,ALXP
CROSSWOOD,FR0000050395,CROS,Euronext Paris,EUR,108.00,XPAR
CROWDFUNDME,IT0005353575,CFM,Euronext Growth Milan,EUR,187.50,EXGM
Crowdstrike Hold,US22788C1053,4CRWD,EuroTLX,EUR,415.20,ETLX
CS BRUX,BE0010566900,-,Euronext Expert Market,EUR,16428.80,VPXB
CSP INT IND CALZE,IT0001127874,CSP,Euronext Milan,EUR,32584321,MTAA
CTAC,NL0000345577,CTAC,Euronext Amsterdam,EUR,6295.76,XAMS
CTP,NL00150006R6,CTPNV,Euronext Amsterdam,EUR,1309104.80,XAMS
CTT CORREIOS PORT,PTCTT0AM0001,CTT,Euronext Lisbon,EUR,3170752.61,XLIS
CUBE LABS,IT0005532483,CUBE,Euronext Growth Milan,EUR,23000.00,EXGM
CULTI MILANO,IT0005257347,CULT,Euronext Growth Milan,EUR,144662.50,EXGM
CUMULEX,BE0003463685,CLEX,Euronext Brussels,EUR,73.95,XBRU
CUMULEX (ben/win),BE0010026350,-,Euronext Expert Market,EUR,140.00,VPXB
CUREVAC,NL0015436031,4CVAC,EuroTLX,EUR,117.35,ETLX
CVC CAPITAL,JE00BRX98089,CVC,Euronext Amsterdam,EUR,5389919.11,XAMS
CVS HEALTH,US1266501006,4CVS,EuroTLX,EUR,284.40,ETLX
CY4GATE,IT0005412504,CY4,Euronext Milan,EUR,96072.87,MTAA
CYBERGUN,FR0014004QR6,ALCYB,Euronext Growth Paris,EUR,64750.32,ALXP
CYBERGUN BSA K1,FR0013507977,CYBK1,Euronext Growth Paris,EUR,3.48,ALXP
CYBERGUN BSA K2A,FR0013507985,CYBKA,Euronext Growth Paris,EUR,75.00,ALXP
CYBERGUN BSA K2B,FR0013508009,CYBKB,Euronext Growth Paris,EUR,2.44,ALXP
CYBEROO,IT0005546103,CYB,Euronext Growth Milan,EUR,53181.25,EXGM
CYVIZ,NO0010015175,CYVIZ,Euronext Growth Oslo,NOK,1502596.60,MERK
D'AMICO,LU2592315662,DIS,Euronext Milan,EUR,5228333454,MTAA
D'IETEREN GROUP,BE0974259880,DIE,Euronext Brussels,EUR,9200353.20,XBRU
D.L.S.I.,FR0010404368,ALDLS,Euronext Growth Paris,EUR,1931.30,ALXP
DALATA HOTEL GP.,IE00BJMZDW83,DHG,Euronext Dublin,EUR,263671182.51,XMSM
DAMARIS,FR0000077885,MLDAM,Euronext Access Paris,EUR,1615.50,XMLI
DAMARTEX,FR0000185423,ALDAR,Euronext Growth Paris,EUR,4.14,ALXP
DANAHER,US2358511028,4DHR,EuroTLX,EUR,992.80,ETLX
DANIELI & C,IT0000076502,DAN,Euronext Milan,EUR,2770079.20,MTAA
DANIELI & C RISP,IT0000076486,DANR,Euronext Milan,EUR,2294780.90,MTAA
DANONE,FR0000120644,BN,Euronext Paris,EUR,72155323.95,XPAR
DANONE,FR0000120644,4BN,EuroTLX,EUR,335.10,ETLX
DASSAULT AVIATION,FR0014004L86,AM,Euronext Paris,EUR,49503941.90,XPAR
DASSAULT SYSTEMES,FR0014003TT8,4DSY,EuroTLX,EUR,160.60,ETLX
DASSAULT SYSTEMES,FR0014003TT8,DSY,Euronext Paris,EUR,54347154435,XPAR
DATALEX PLC,IE0000527006,DLE,Euronext Growth Dublin,EUR,1541982,XMSM
DATALOGIC,IT0004053440,DAL,Euronext Milan,EUR,198319275,MTAA
DATRIX,IT0005468357,DATA,Euronext Growth Milan,EUR,15930.00,EXGM
DBA GROUP,IT0005285942,DBA,Euronext Growth Milan,EUR,26613.00,EXGM
DBT,FR001400LO86,ALDBT,Euronext Growth Paris,EUR,3219.5781,ALXP
DBV TECHNOLOGIES,FR0010417345,DBV,Euronext Paris,EUR,483851084,XPAR
